respondent_id,h1n1_vaccine,seasonal_vaccine
51726,0.27,0.49
51727,0.62,0.81
51728,0.08,0.46
51729,0.56,0.77
51730,0.26,0.65
51731,0.19,0.33
51732,0.16,0.15
51733,0.38,0.56
51734,0.21,0.4
51735,0.05,0.39
51736,0.16,0.25
51737,0.08,0.4
51738,0.01,0.2
51739,0.51,0.77
51740,0.12,0.01
51741,0.03,0.15
51742,0.14,0.33
51743,0.14,0.05
51744,0.01,0.43
51745,0.37,0.41
51746,0.01,0.08
51747,0.26,0.39
51748,0.21,0.42
51749,0.15,0.01
51750,0.28,0.42
51751,0.03,0.13
51752,0.26,0.63
51753,0.17,0.98
51754,0.33,0.67
51755,0.25,0.39
51756,0.26,0.59
51757,0.43,0.46
51758,0.45,0.66
51759,0.05,0.55
51760,0.24,0.88
51761,0.15,0.53
51762,0.56,0.81
51763,0.13,0.34
51764,0.13,0.28
51765,0.36,0.45
51766,0.15,0.12
51767,0.03,0.8
51768,0.17,0.31
51769,0.74,0.78
51770,0.69,0.69
51771,0.11,0.21
51772,0.88,1.17
51773,0.24,0.76
51774,0.36,0.87
51775,0.08,0.3
51776,0.02,0.17
51777,0.18,0.42
51778,0.55,0.86
51779,0.25,0.46
51780,0.13,0.31
51781,0.08,0.1
51782,0.19,0.44
51783,0.13,0.03
51784,0.11,0.56
51785,0.04,0.08
51786,0.2,0.26
51787,0.07,0.71
51788,0.06,0.1
51789,0.49,0.55
51790,0.22,0.47
51791,0.16,0.37
51792,0.18,0.58
51793,0.0,0.09
51794,0.54,0.87
51795,0.01,1.02
51796,0.26,0.75
51797,0.0,0.41
51798,0.46,0.61
51799,0.02,0.93
51800,0.33,0.28
51801,0.04,0.2
51802,0.09,0.62
51803,0.47,0.89
51804,0.57,0.69
51805,0.04,0.27
51806,0.01,0.46
51807,0.17,0.72
51808,0.07,0.63
51809,0.27,0.56
51810,0.09,0.22
51811,0.37,0.59
51812,0.1,0.15
51813,0.14,0.43
51814,0.09,0.58
51815,0.41,0.6
51816,0.46,0.47
51817,0.19,0.23
51818,0.34,0.42
51819,0.07,0.22
51820,0.15,0.59
51821,0.01,0.13
51822,0.23,0.22
51823,0.04,0.06
51824,0.1,0.01
51825,0.26,0.73
51826,0.04,0.18
51827,0.18,0.34
51828,0.03,0.1
51829,0.0,0.49
51830,0.39,0.56
51831,0.14,0.03
51832,0.13,0.17
51833,0.18,0.39
51834,0.31,0.76
51835,0.11,0.57
51836,0.3,0.52
51837,0.53,0.47
51838,0.18,0.0
51839,0.37,0.1
51840,0.3,0.34
51841,0.24,0.89
51842,0.22,0.46
51843,0.48,0.64
51844,0.01,0.04
51845,0.05,0.19
51846,0.04,0.11
51847,0.09,0.26
51848,0.06,0.86
51849,0.0,0.19
51850,0.38,0.59
51851,0.2,0.49
51852,0.42,0.7
51853,0.01,0.38
51854,0.68,0.52
51855,0.29,0.77
51856,0.08,0.42
51857,0.07,0.24
51858,0.66,0.81
51859,0.37,0.72
51860,0.07,0.72
51861,0.68,0.89
51862,0.01,0.29
51863,0.02,0.34
51864,0.5,0.75
51865,0.04,0.77
51866,0.67,0.75
51867,0.03,0.38
51868,0.04,0.16
51869,0.07,0.15
51870,0.2,0.71
51871,0.04,0.2
51872,0.65,0.87
51873,0.25,0.62
51874,0.07,0.3
51875,0.0,0.19
51876,0.21,0.63
51877,0.45,0.76
51878,0.42,0.65
51879,0.11,0.52
51880,0.12,0.73
51881,0.01,0.22
51882,0.1,0.52
51883,0.41,0.35
51884,0.21,0.5
51885,0.12,0.17
51886,0.44,0.72
51887,0.01,0.16
51888,0.09,0.03
51889,0.22,0.31
51890,0.09,0.24
51891,0.48,0.94
51892,0.07,0.62
51893,0.73,0.68
51894,0.09,0.65
51895,0.1,0.25
51896,0.12,0.14
51897,0.16,0.9
51898,0.58,0.73
51899,0.18,0.73
51900,0.17,0.34
51901,0.58,0.66
51902,0.45,0.38
51903,0.53,0.7
51904,0.1,0.14
51905,0.32,0.49
51906,0.4,0.86
51907,0.16,0.44
51908,0.16,0.16
51909,0.65,0.82
51910,0.04,0.37
51911,0.13,0.96
51912,0.6,0.61
51913,0.12,0.74
51914,0.01,0.12
51915,0.13,0.01
51916,0.5,0.6
51917,0.42,0.51
51918,0.42,0.78
51919,0.32,0.75
51920,0.07,0.65
51921,0.1,0.91
51922,0.2,0.35
51923,0.12,0.59
51924,0.08,0.51
51925,0.05,0.52
51926,0.04,0.32
51927,0.04,0.31
51928,0.12,0.37
51929,0.04,0.24
51930,0.01,0.46
51931,0.19,0.23
51932,0.26,0.77
51933,0.62,0.6
51934,0.56,0.77
51935,0.01,0.12
51936,0.28,0.63
51937,0.63,1.02
51938,0.03,0.35
51939,0.18,0.31
51940,0.38,0.82
51941,0.02,0.74
51942,0.01,0.09
51943,0.46,0.7
51944,0.03,0.1
51945,0.16,0.18
51946,0.14,0.45
51947,0.03,0.84
51948,0.09,0.3
51949,0.07,0.67
51950,0.05,0.26
51951,0.07,0.31
51952,0.05,0.19
51953,0.15,0.05
51954,0.52,0.68
51955,0.48,0.48
51956,0.15,0.24
51957,0.04,0.78
51958,0.0,0.26
51959,0.73,0.33
51960,0.15,0.05
51961,0.02,0.3
51962,0.09,0.09
51963,0.0,0.34
51964,0.0,0.76
51965,0.28,0.61
51966,0.07,0.24
51967,0.13,0.18
51968,0.71,0.76
51969,0.01,0.83
51970,0.66,0.82
51971,0.01,0.17
51972,0.16,0.31
51973,0.34,0.37
51974,0.82,1.09
51975,0.06,0.18
51976,0.16,0.36
51977,0.76,1.01
51978,0.51,0.85
51979,0.16,0.57
51980,0.32,0.45
51981,0.09,0.11
51982,0.67,0.87
51983,0.17,0.23
51984,0.23,0.75
51985,0.02,0.17
51986,0.06,0.1
51987,0.05,0.26
51988,0.13,0.33
51989,0.2,0.05
51990,0.03,0.24
51991,0.1,0.61
51992,0.26,0.53
51993,0.31,0.68
51994,0.08,0.29
51995,0.02,0.11
51996,0.18,0.24
51997,0.22,0.26
51998,0.11,0.63
51999,0.03,0.83
52000,0.01,0.57
52001,0.19,0.32
52002,0.44,0.57
52003,0.59,0.79
52004,0.12,0.3
52005,0.12,0.32
52006,0.27,0.36
52007,0.03,0.06
52008,0.11,0.88
52009,0.2,0.29
52010,0.65,0.66
52011,0.23,0.36
52012,0.47,0.65
52013,0.07,0.46
52014,0.36,0.61
52015,0.06,0.3
52016,0.03,0.33
52017,0.01,0.22
52018,0.1,0.19
52019,0.45,0.63
52020,0.25,0.42
52021,0.15,0.35
52022,0.09,0.85
52023,0.08,0.8
52024,0.09,0.37
52025,0.4,0.68
52026,0.04,0.11
52027,0.21,0.31
52028,0.03,1.01
52029,0.04,0.8
52030,0.03,0.72
52031,0.19,0.45
52032,0.5,0.79
52033,0.21,0.24
52034,0.26,0.4
52035,0.18,0.86
52036,0.08,0.19
52037,0.17,0.89
52038,0.1,0.34
52039,0.18,0.38
52040,0.59,0.9
52041,0.01,0.01
52042,0.16,0.39
52043,0.1,0.03
52044,0.2,0.91
52045,0.01,0.48
52046,0.45,0.28
52047,0.26,0.46
52048,0.11,0.07
52049,0.56,0.34
52050,0.17,0.47
52051,0.32,0.28
52052,0.17,0.36
52053,0.2,0.1
52054,0.68,0.88
52055,0.01,0.44
52056,0.17,0.29
52057,0.32,0.66
52058,0.4,0.37
52059,0.19,0.3
52060,0.08,0.58
52061,0.04,0.09
52062,0.28,0.62
52063,0.2,1.11
52064,0.43,0.46
52065,0.16,0.22
52066,0.1,0.28
52067,0.05,0.19
52068,0.38,0.47
52069,0.25,0.55
52070,0.74,0.55
52071,0.18,0.19
52072,0.73,0.4
52073,0.05,0.81
52074,0.37,1.09
52075,0.03,0.28
52076,0.18,0.33
52077,0.04,0.08
52078,0.03,0.05
52079,0.09,0.21
52080,0.15,0.77
52081,0.07,0.97
52082,0.67,0.92
52083,0.15,0.06
52084,0.86,1.1
52085,0.08,0.63
52086,0.36,1.03
52087,0.07,0.02
52088,0.09,0.29
52089,0.21,0.4
52090,0.19,0.18
52091,0.26,0.46
52092,0.01,0.19
52093,0.1,0.79
52094,0.62,0.8
52095,0.07,0.03
52096,0.05,0.86
52097,0.37,0.89
52098,0.04,0.08
52099,0.22,0.82
52100,0.1,0.53
52101,0.65,0.45
52102,0.31,0.27
52103,0.08,0.35
52104,0.17,0.3
52105,0.13,0.57
52106,0.35,0.8
52107,0.18,0.4
52108,0.06,0.41
52109,0.03,0.92
52110,0.35,0.42
52111,0.12,0.26
52112,0.17,0.15
52113,0.04,0.22
52114,0.08,0.43
52115,0.04,0.26
52116,0.25,0.08
52117,0.18,0.51
52118,0.01,0.12
52119,0.01,0.29
52120,0.16,0.33
52121,0.15,0.59
52122,0.08,0.29
52123,0.08,0.08
52124,0.11,0.99
52125,0.19,0.22
52126,0.0,0.38
52127,0.38,0.64
52128,0.1,0.12
52129,0.26,0.61
52130,0.07,0.41
52131,0.14,0.51
52132,0.16,0.03
52133,0.14,0.61
52134,0.07,0.54
52135,0.25,0.71
52136,0.18,0.31
52137,0.1,0.68
52138,0.6,0.96
52139,0.18,0.34
52140,0.17,0.41
52141,0.06,0.65
52142,0.57,0.06
52143,0.0,0.71
52144,0.25,0.75
52145,0.45,0.74
52146,0.36,0.48
52147,0.27,0.8
52148,0.17,0.13
52149,0.06,0.08
52150,0.41,0.58
52151,0.18,0.95
52152,0.06,0.76
52153,0.38,0.62
52154,0.04,0.34
52155,0.19,0.43
52156,0.05,0.9
52157,0.27,0.5
52158,0.39,0.56
52159,0.51,0.1
52160,0.17,0.28
52161,0.19,0.24
52162,0.15,0.4
52163,0.15,0.43
52164,0.51,0.87
52165,0.02,0.75
52166,0.5,0.53
52167,0.28,0.21
52168,0.21,1.04
52169,0.24,0.13
52170,0.21,0.31
52171,0.25,0.95
52172,0.08,0.05
52173,0.02,0.25
52174,0.59,0.75
52175,0.07,0.46
52176,0.5,0.41
52177,0.41,0.68
52178,0.62,0.82
52179,0.27,0.49
52180,0.02,0.21
52181,0.03,0.6
52182,0.09,0.26
52183,0.69,1.04
52184,0.19,0.34
52185,0.18,0.25
52186,0.32,0.56
52187,0.06,0.68
52188,0.11,0.67
52189,0.02,0.22
52190,0.14,0.25
52191,0.02,1.07
52192,0.21,0.25
52193,0.27,0.87
52194,0.44,0.6
52195,0.26,0.4
52196,0.33,0.32
52197,0.48,0.3
52198,0.13,0.06
52199,0.03,0.17
52200,0.3,0.67
52201,0.27,0.53
52202,0.07,0.35
52203,0.1,0.34
52204,0.04,0.19
52205,0.02,0.24
52206,0.15,0.28
52207,0.17,0.56
52208,0.11,0.4
52209,0.25,0.43
52210,0.15,0.0
52211,0.4,0.61
52212,0.19,0.27
52213,0.14,0.36
52214,0.78,1.01
52215,0.2,0.28
52216,0.08,0.07
52217,0.03,0.48
52218,0.21,0.43
52219,0.14,0.77
52220,0.1,0.37
52221,0.13,0.34
52222,0.09,0.47
52223,0.12,0.02
52224,0.64,0.82
52225,0.27,0.51
52226,0.13,0.51
52227,0.44,0.56
52228,0.1,0.09
52229,0.04,0.11
52230,0.23,0.35
52231,0.02,0.01
52232,0.16,0.33
52233,0.27,0.54
52234,0.02,0.14
52235,0.19,0.29
52236,0.27,0.7
52237,0.23,0.79
52238,0.15,0.31
52239,0.54,0.85
52240,0.28,0.38
52241,0.25,0.77
52242,0.4,0.69
52243,0.01,0.29
52244,0.51,0.75
52245,0.25,0.33
52246,0.56,0.92
52247,0.53,1.01
52248,0.84,1.15
52249,0.09,0.47
52250,0.96,0.62
52251,0.13,0.98
52252,0.28,0.5
52253,0.05,0.25
52254,0.04,0.01
52255,0.42,0.64
52256,0.26,0.53
52257,0.15,0.65
52258,0.05,0.54
52259,0.01,0.1
52260,0.0,0.28
52261,0.25,0.26
52262,0.14,0.51
52263,0.25,0.63
52264,0.11,0.41
52265,0.04,0.02
52266,0.5,0.66
52267,0.01,0.03
52268,0.03,0.43
52269,0.01,0.67
52270,0.14,0.27
52271,0.3,0.63
52272,0.22,0.29
52273,0.22,0.27
52274,0.06,0.14
52275,0.21,0.36
52276,0.05,0.68
52277,0.24,0.68
52278,0.22,0.16
52279,0.11,0.2
52280,0.59,0.6
52281,0.2,0.31
52282,0.39,0.58
52283,0.27,0.34
52284,0.09,0.31
52285,0.27,0.43
52286,0.19,0.46
52287,0.02,0.43
52288,0.31,0.64
52289,0.03,0.1
52290,0.58,0.71
52291,0.12,0.32
52292,0.19,0.41
52293,0.27,0.56
52294,0.04,0.06
52295,0.48,0.68
52296,0.11,0.61
52297,0.19,0.25
52298,0.28,0.86
52299,0.03,0.28
52300,0.35,0.59
52301,0.16,0.41
52302,0.14,0.67
52303,0.04,0.14
52304,0.09,0.28
52305,0.06,0.7
52306,0.36,0.47
52307,0.0,0.23
52308,0.38,0.65
52309,0.48,0.79
52310,0.53,0.68
52311,0.17,0.28
52312,0.36,0.52
52313,0.02,0.45
52314,0.05,0.17
52315,0.23,0.57
52316,0.23,1.0
52317,0.19,0.99
52318,0.08,0.14
52319,0.19,0.37
52320,0.34,0.55
52321,0.01,0.12
52322,0.01,0.43
52323,0.12,0.47
52324,0.39,0.63
52325,0.56,0.77
52326,0.04,0.19
52327,0.09,0.25
52328,0.11,0.76
52329,0.24,0.36
52330,0.21,0.5
52331,0.42,0.68
52332,0.07,0.36
52333,0.04,0.13
52334,0.34,0.71
52335,0.17,0.19
52336,0.38,0.56
52337,0.35,0.29
52338,0.12,0.08
52339,0.68,0.62
52340,0.15,0.62
52341,0.06,0.22
52342,0.04,0.07
52343,0.27,0.31
52344,0.62,0.85
52345,0.33,0.3
52346,0.59,1.14
52347,0.19,0.45
52348,0.33,0.63
52349,0.02,0.65
52350,0.1,0.35
52351,0.03,0.17
52352,0.0,0.45
52353,0.23,0.5
52354,0.26,0.35
52355,0.13,0.35
52356,0.34,1.14
52357,0.1,0.45
52358,0.11,0.29
52359,0.26,0.44
52360,0.32,0.5
52361,0.3,0.75
52362,0.17,0.43
52363,0.13,0.04
52364,0.07,0.14
52365,0.33,0.44
52366,0.17,0.03
52367,0.16,0.25
52368,0.45,0.64
52369,0.35,0.69
52370,0.27,0.25
52371,0.53,0.3
52372,0.02,0.32
52373,0.1,0.38
52374,0.31,0.6
52375,0.02,0.32
52376,0.29,0.56
52377,0.01,0.09
52378,0.14,0.08
52379,0.23,0.39
52380,0.14,0.68
52381,0.16,0.3
52382,0.57,0.78
52383,0.19,0.15
52384,0.47,0.95
52385,0.19,0.08
52386,0.14,0.42
52387,0.33,0.17
52388,0.35,0.47
52389,0.25,0.44
52390,0.26,0.96
52391,0.21,0.9
52392,0.31,0.41
52393,0.22,0.53
52394,0.39,0.69
52395,0.01,0.31
52396,0.03,0.16
52397,0.85,1.05
52398,0.04,0.64
52399,0.09,0.44
52400,0.0,0.42
52401,0.03,0.36
52402,0.15,0.22
52403,0.23,0.46
52404,0.02,0.8
52405,0.44,0.57
52406,0.01,0.75
52407,0.2,0.27
52408,0.09,0.35
52409,0.09,0.91
52410,0.54,0.93
52411,0.16,0.04
52412,0.09,0.23
52413,0.25,0.35
52414,0.22,0.33
52415,0.07,0.44
52416,0.01,0.64
52417,0.16,0.45
52418,0.56,0.96
52419,0.09,0.5
52420,0.16,0.13
52421,0.13,0.68
52422,0.04,0.33
52423,0.37,0.55
52424,0.13,0.72
52425,0.03,0.65
52426,0.27,0.33
52427,0.51,0.66
52428,0.14,0.23
52429,0.62,0.7
52430,0.17,0.34
52431,0.48,0.27
52432,0.15,0.2
52433,0.02,0.82
52434,0.44,0.38
52435,0.56,0.26
52436,0.19,0.24
52437,0.12,0.44
52438,0.27,0.38
52439,0.12,0.36
52440,0.05,0.17
52441,0.05,0.27
52442,0.21,0.68
52443,0.23,0.33
52444,0.61,1.01
52445,0.12,0.5
52446,0.17,0.48
52447,0.07,0.32
52448,0.33,0.45
52449,0.56,0.71
52450,0.06,0.53
52451,0.71,0.79
52452,0.37,0.06
52453,0.01,0.5
52454,0.44,0.16
52455,0.68,0.45
52456,0.52,0.78
52457,0.04,0.02
52458,0.2,0.3
52459,0.05,0.72
52460,0.04,0.19
52461,0.47,0.21
52462,0.06,0.26
52463,0.07,0.24
52464,0.12,0.05
52465,0.62,1.01
52466,0.29,0.72
52467,0.23,0.36
52468,0.37,0.14
52469,0.04,0.24
52470,0.31,0.88
52471,0.46,0.14
52472,0.13,0.04
52473,0.31,0.85
52474,0.36,0.45
52475,0.63,0.91
52476,0.11,0.4
52477,0.05,0.18
52478,0.08,0.17
52479,0.05,0.15
52480,0.17,0.19
52481,0.59,0.71
52482,0.16,0.5
52483,0.8,1.14
52484,0.4,0.77
52485,0.35,0.44
52486,0.1,0.25
52487,0.04,0.28
52488,0.47,0.52
52489,0.32,0.66
52490,0.28,0.6
52491,0.76,1.03
52492,0.01,0.24
52493,0.32,1.02
52494,0.5,0.81
52495,0.15,0.26
52496,0.69,0.9
52497,0.28,0.18
52498,0.1,0.99
52499,0.32,0.3
52500,0.12,0.42
52501,0.22,0.29
52502,0.05,0.12
52503,0.11,0.43
52504,0.03,0.23
52505,0.11,0.67
52506,0.16,0.16
52507,0.05,0.3
52508,0.79,1.04
52509,0.05,0.39
52510,0.07,0.03
52511,0.43,0.5
52512,0.06,0.05
52513,0.1,0.69
52514,0.68,0.29
52515,0.07,0.28
52516,0.03,0.03
52517,0.16,0.87
52518,0.52,0.36
52519,0.31,0.72
52520,0.41,0.59
52521,0.18,0.03
52522,0.05,0.1
52523,0.06,0.41
52524,0.32,0.39
52525,0.42,0.56
52526,0.05,0.11
52527,0.33,0.99
52528,0.24,0.6
52529,0.35,0.47
52530,0.16,0.0
52531,0.36,0.66
52532,0.24,0.56
52533,0.11,0.1
52534,0.03,0.51
52535,0.43,0.37
52536,0.35,0.45
52537,0.0,0.78
52538,0.05,0.01
52539,0.09,0.71
52540,0.13,0.68
52541,0.26,0.39
52542,0.07,0.16
52543,0.16,0.15
52544,0.27,0.39
52545,0.02,0.32
52546,0.62,0.55
52547,0.16,0.3
52548,0.13,0.29
52549,0.13,0.53
52550,0.05,0.22
52551,0.1,0.04
52552,0.19,0.58
52553,0.01,0.79
52554,0.57,0.75
52555,0.1,0.34
52556,0.23,0.63
52557,0.14,0.04
52558,0.23,0.34
52559,0.08,0.19
52560,0.02,0.19
52561,0.21,0.38
52562,0.14,0.11
52563,0.39,0.8
52564,0.07,0.29
52565,0.07,0.15
52566,0.22,0.92
52567,0.11,0.37
52568,0.27,0.64
52569,0.42,0.62
52570,0.16,0.25
52571,0.53,0.71
52572,0.07,0.21
52573,0.01,0.62
52574,0.3,0.35
52575,0.58,0.81
52576,0.21,0.57
52577,0.31,0.44
52578,0.62,0.9
52579,0.47,0.52
52580,0.22,0.96
52581,0.63,0.92
52582,0.06,0.12
52583,0.18,0.48
52584,0.29,0.52
52585,0.04,0.32
52586,0.3,0.69
52587,0.3,0.22
52588,0.19,0.47
52589,0.02,0.35
52590,0.14,0.35
52591,0.11,0.14
52592,0.56,0.71
52593,0.14,0.22
52594,0.1,0.08
52595,0.12,0.32
52596,0.0,0.31
52597,0.39,0.56
52598,0.71,0.8
52599,0.25,0.48
52600,0.13,0.75
52601,0.06,0.17
52602,0.19,0.15
52603,0.03,0.41
52604,0.31,0.45
52605,0.26,0.47
52606,0.41,0.55
52607,0.09,0.69
52608,0.06,0.49
52609,0.12,0.44
52610,0.66,0.74
52611,0.07,0.69
52612,0.01,0.15
52613,0.18,0.3
52614,0.26,0.65
52615,0.18,0.35
52616,0.17,0.19
52617,0.11,0.26
52618,0.03,0.18
52619,0.02,0.34
52620,0.32,0.49
52621,0.08,0.73
52622,0.1,0.05
52623,0.31,0.47
52624,0.49,0.57
52625,0.15,0.16
52626,0.7,0.58
52627,0.03,0.23
52628,0.1,0.39
52629,0.13,0.05
52630,0.52,0.61
52631,0.79,0.88
52632,0.15,0.61
52633,0.28,0.29
52634,0.2,0.26
52635,0.17,0.15
52636,0.23,0.33
52637,0.23,0.55
52638,0.16,0.62
52639,0.15,0.52
52640,0.18,0.6
52641,0.09,0.88
52642,0.59,0.34
52643,0.2,0.38
52644,0.14,0.07
52645,0.26,0.4
52646,0.25,0.32
52647,0.35,0.78
52648,0.26,0.49
52649,0.16,0.4
52650,0.13,0.06
52651,0.25,0.51
52652,0.25,0.74
52653,0.37,0.75
52654,0.15,0.78
52655,0.53,0.0
52656,0.19,0.28
52657,0.07,0.23
52658,0.32,0.45
52659,0.05,0.39
52660,0.6,0.83
52661,0.12,0.18
52662,0.07,0.33
52663,0.15,0.32
52664,0.01,0.11
52665,0.51,0.51
52666,0.24,0.47
52667,0.1,0.41
52668,0.09,0.61
52669,0.12,0.32
52670,0.29,0.56
52671,0.27,0.39
52672,0.06,0.09
52673,0.18,0.21
52674,0.15,0.45
52675,0.11,0.39
52676,0.11,0.01
52677,0.41,0.55
52678,0.81,1.08
52679,0.06,0.12
52680,0.05,0.1
52681,0.47,0.93
52682,0.01,0.18
52683,0.08,0.33
52684,0.09,0.33
52685,0.03,0.36
52686,0.11,0.68
52687,0.07,0.29
52688,0.01,0.3
52689,0.04,0.26
52690,0.52,0.77
52691,0.22,0.55
52692,0.04,0.34
52693,0.22,0.86
52694,0.11,0.61
52695,0.65,0.97
52696,0.55,0.1
52697,0.09,0.51
52698,0.12,0.36
52699,0.01,0.28
52700,0.17,0.3
52701,0.15,0.14
52702,0.5,0.08
52703,0.37,0.57
52704,0.43,0.57
52705,0.21,0.2
52706,0.01,0.63
52707,0.6,0.84
52708,0.11,0.31
52709,0.0,0.24
52710,0.04,0.18
52711,0.15,0.1
52712,0.09,0.07
52713,0.12,0.35
52714,0.04,0.33
52715,0.11,0.01
52716,0.53,0.9
52717,0.05,0.56
52718,0.5,0.1
52719,0.2,0.85
52720,0.52,0.8
52721,0.31,1.03
52722,0.07,0.01
52723,0.15,0.3
52724,0.08,0.06
52725,0.07,0.24
52726,0.52,0.78
52727,0.6,0.51
52728,0.05,0.3
52729,0.09,0.16
52730,0.28,0.43
52731,0.16,0.81
52732,0.42,0.62
52733,0.12,0.52
52734,0.01,0.35
52735,0.02,0.65
52736,0.37,0.72
52737,0.28,0.81
52738,0.57,0.5
52739,0.1,0.38
52740,0.29,0.38
52741,0.17,0.01
52742,0.3,0.27
52743,0.39,0.75
52744,0.14,0.28
52745,0.71,1.0
52746,0.05,0.32
52747,0.14,0.82
52748,0.03,0.11
52749,0.5,0.45
52750,0.53,0.85
52751,0.12,0.72
52752,0.01,0.43
52753,0.72,1.01
52754,0.14,0.4
52755,0.29,0.91
52756,0.17,0.81
52757,0.03,0.85
52758,0.56,0.86
52759,0.01,0.17
52760,0.17,0.51
52761,0.16,0.35
52762,0.23,0.9
52763,0.01,0.24
52764,0.1,0.36
52765,0.22,0.63
52766,0.65,0.74
52767,0.27,0.26
52768,0.18,0.03
52769,0.01,0.27
52770,0.04,0.23
52771,0.06,0.32
52772,0.31,0.67
52773,0.03,0.34
52774,0.73,1.01
52775,0.04,0.44
52776,0.42,0.68
52777,0.19,0.66
52778,0.07,0.36
52779,0.74,0.93
52780,0.23,0.45
52781,0.11,0.05
52782,0.21,0.03
52783,0.44,0.6
52784,0.56,0.95
52785,0.77,1.0
52786,0.1,0.36
52787,0.18,1.0
52788,0.21,0.57
52789,0.87,1.02
52790,0.74,0.86
52791,0.0,0.69
52792,0.22,0.27
52793,0.13,0.75
52794,0.3,0.71
52795,0.18,0.11
52796,0.59,0.96
52797,0.1,0.53
52798,0.06,0.32
52799,0.12,0.47
52800,0.66,0.76
52801,0.56,0.68
52802,0.08,0.05
52803,0.49,0.5
52804,0.28,0.53
52805,0.07,0.01
52806,0.16,0.39
52807,0.23,0.31
52808,0.11,0.26
52809,0.08,0.43
52810,0.03,0.28
52811,0.17,0.11
52812,0.09,0.14
52813,0.1,0.76
52814,0.01,0.82
52815,0.48,0.62
52816,0.58,0.93
52817,0.67,0.82
52818,0.24,0.4
52819,0.13,0.93
52820,0.24,0.03
52821,0.08,0.17
52822,0.12,0.26
52823,0.11,0.44
52824,0.03,0.05
52825,0.73,0.64
52826,0.18,0.51
52827,0.09,0.54
52828,0.04,0.46
52829,0.47,0.69
52830,0.69,0.75
52831,0.69,0.86
52832,0.31,0.38
52833,0.72,0.76
52834,0.04,0.65
52835,0.73,0.91
52836,0.04,0.33
52837,0.75,1.0
52838,0.07,0.51
52839,0.1,0.69
52840,0.22,0.3
52841,0.14,0.24
52842,0.0,0.24
52843,0.23,0.85
52844,0.48,0.42
52845,0.34,0.61
52846,0.39,0.7
52847,0.12,0.85
52848,0.15,0.73
52849,0.17,0.67
52850,0.19,0.28
52851,0.22,0.37
52852,0.3,0.7
52853,0.41,1.02
52854,0.28,0.72
52855,0.08,0.78
52856,0.42,0.64
52857,0.1,0.15
52858,0.3,0.94
52859,0.37,0.72
52860,0.21,0.59
52861,0.12,0.21
52862,0.05,0.45
52863,0.25,0.63
52864,0.1,0.01
52865,0.33,0.5
52866,0.6,0.62
52867,0.01,0.02
52868,0.51,0.75
52869,0.06,0.23
52870,0.42,0.67
52871,0.17,0.52
52872,0.11,0.12
52873,0.06,0.07
52874,0.34,0.49
52875,0.25,0.49
52876,0.0,0.09
52877,0.07,0.04
52878,0.43,0.83
52879,0.24,0.38
52880,0.18,0.87
52881,0.24,0.45
52882,0.29,0.06
52883,0.07,0.08
52884,0.12,0.08
52885,0.1,0.51
52886,0.13,0.39
52887,0.05,0.53
52888,0.14,0.32
52889,0.29,0.81
52890,0.36,0.45
52891,0.13,0.04
52892,0.24,0.24
52893,0.48,0.53
52894,0.44,0.58
52895,0.01,0.03
52896,0.21,0.67
52897,0.12,0.02
52898,0.3,0.72
52899,0.27,0.54
52900,0.13,0.52
52901,0.57,0.68
52902,0.17,0.41
52903,0.48,0.88
52904,0.13,0.18
52905,0.22,0.54
52906,0.09,0.7
52907,0.3,0.26
52908,0.15,0.58
52909,0.45,0.68
52910,0.26,0.12
52911,0.19,0.94
52912,0.08,0.02
52913,0.33,0.37
52914,0.26,0.55
52915,0.16,0.3
52916,0.19,0.44
52917,0.14,0.53
52918,0.2,0.36
52919,0.38,0.77
52920,0.45,0.77
52921,0.26,0.54
52922,0.27,0.43
52923,0.22,0.29
52924,0.82,0.97
52925,0.09,0.38
52926,0.37,0.31
52927,0.09,0.26
52928,0.09,0.69
52929,0.47,0.87
52930,0.45,0.82
52931,0.19,0.47
52932,0.19,0.43
52933,0.05,0.39
52934,0.45,0.64
52935,0.71,0.28
52936,0.41,0.64
52937,0.2,0.21
52938,0.04,0.93
52939,0.06,0.03
52940,0.06,0.6
52941,0.1,0.66
52942,0.2,0.15
52943,0.53,0.06
52944,0.12,0.67
52945,0.18,0.07
52946,0.32,0.46
52947,0.2,0.48
52948,0.23,0.43
52949,0.13,0.82
52950,0.5,0.89
52951,0.08,0.24
52952,0.14,0.53
52953,0.19,1.04
52954,0.03,0.23
52955,0.1,0.45
52956,0.22,0.81
52957,0.2,0.4
52958,0.18,0.35
52959,0.14,0.33
52960,0.06,0.09
52961,0.37,0.48
52962,0.54,0.68
52963,0.17,0.22
52964,0.49,0.64
52965,0.04,0.32
52966,0.26,0.27
52967,0.13,0.25
52968,0.0,0.33
52969,0.06,0.09
52970,0.27,0.6
52971,0.43,0.48
52972,0.01,0.24
52973,0.05,0.24
52974,0.55,0.81
52975,0.17,0.24
52976,0.1,0.23
52977,0.38,0.64
52978,0.02,0.81
52979,0.02,0.22
52980,0.02,0.36
52981,0.53,1.05
52982,0.04,0.16
52983,0.43,0.6
52984,0.29,0.08
52985,0.37,0.53
52986,0.46,0.74
52987,0.61,0.89
52988,0.55,0.58
52989,0.36,0.56
52990,0.05,0.6
52991,0.05,0.12
52992,0.11,0.61
52993,0.03,0.72
52994,0.23,0.52
52995,0.22,0.65
